name,position,year,height,weight
Gilbert Arenas,PG,2007,1.905,86.621315193
Trevor Ariza,SF,2007,2.032,97.505668934
Darrell Armstrong,PG,2007,1.8288,77.097505669
Hilton Armstrong,PF,2007,2.1082,106.575963719
Carlos Arroyo,PG,2007,1.8796,91.609977324
Chucky Atkins,PG,2007,1.8034,72.562358277
James Augustine,SF,2007,2.0828,106.575963719
Kelenna Azubuike,PG,2007,1.9558,99.77324263
Renaldo Balkman,SF,2007,2.032,94.33106576
Marcus Banks,PG,2007,1.8796,90.702947846
Leandro Barbosa,PG,2007,1.905,87.98185941
J.J. Barea,PG,2007,1.8288,83.900226757
Andrea Bargnani,PF,2007,2.1336,111.111111111
Matt Barnes,SF,2007,2.0066,102.494331066
Andre Barrett,PG,2007,1.778,78.004535147
Earl Barron,C,2007,2.1336,113.378684807
Brent Barry,PG,2007,1.9812,83.900226757
Brandon Bass,SF,2007,2.032,113.378684807
Maceo Baston,SF,2007,2.0574,97.505668934
Esteban Batista,PF,2007,2.0828,122.448979592
Tony Battie,PF,2007,2.1082,104.308390023
Shane Battier,SF,2007,2.032,99.77324263
Charlie Bell,PG,2007,1.905,90.702947846
Raja Bell,PG,2007,1.9558,92.517006803
Mike Bibby,PG,2007,1.8542,86.167800454
Andris Biedrins,C,2007,2.1082,108.843537415
Chauncey Billups,PG,2007,1.905,91.609977324
Steve Blake,PG,2007,1.905,78.004535147
Steve Blake,PG,2007,1.905,78.004535147
Steve Blake,PG,2007,1.905,78.004535147
Will Blalock,PG,2007,1.8288,92.970521542
Andray Blatche,SF,2007,2.1082,106.575963719
Mark Blount,C,2007,2.1336,104.308390023
Keith Bogans,SG,2007,1.9558,97.505668934
Andrew Bogut,C,2007,2.1336,117.9138322
Matt Bonner,SF,2007,2.0828,106.575963719
Josh Boone,PF,2007,2.0828,107.482993197
Calvin Booth,C,2007,2.1082,104.308390023
Carlos Boozer,PF,2007,2.0574,117.006802721
Chris Bosh,PF,2007,2.1082,106.575963719
Bruce Bowen,SF,2007,2.0066,83.900226757
Earl Boykins,PG,2007,1.651,61.224489796
Earl Boykins,PG,2007,1.651,61.224489796
Earl Boykins,PG,2007,1.651,61.224489796
Cedric Bozeman,PG,2007,1.9812,93.87755102
Elton Brand,SF,2007,2.032,124.716553288
Ronnie Brewer,SG,2007,2.0066,99.77324263
Primoz Brezec,C,2007,2.1844,114.285714286
Andre Brown,SF,2007,2.0574,111.111111111
Dee Brown,PG,2007,1.8542,72.562358277
Devin Brown,PG,2007,1.9558,99.77324263
Kwame Brown,SF,2007,2.1082,122.448979592
P.J. Brown,PF,2007,2.1082,102.040816327
Shannon Brown,PG,2007,1.9304,92.970521542
Kobe Bryant,SG,2007,1.9812,96.145124717
Greg Buckner,PG,2007,1.9304,95.238095238
Pat Burke,PF,2007,2.1082,113.378684807
Caron Butler,SF,2007,2.0066,103.401360544
Jackie Butler,PF,2007,2.0828,113.378684807
Rasual Butler,SF,2007,2.0066,97.505668934
Andrew Bynum,C,2007,2.1336,129.25170068
Jose Calderon,PG,2007,1.905,90.702947846
Marcus Camby,PF,2007,2.1082,99.77324263
Brian Cardinal,SF,2007,2.032,111.111111111
Rodney Carney,SF,2007,2.0066,92.970521542
Matt Carroll,PG,2007,1.9812,96.145124717
Anthony Carter,PG,2007,1.8542,86.167800454
Vince Carter,SG,2007,1.9812,99.77324263
Sam Cassell,PG,2007,1.905,83.900226757
Kelvin Cato,C,2007,2.1082,115.646258503
Tyson Chandler,C,2007,2.159,108.843537415
Josh Childress,SG,2007,2.032,95.238095238
Doug Christie,SG,2007,1.9812,90.702947846
Speedy Claxton,PG,2007,1.8034,75.283446712
Jarron Collins,PF,2007,2.1082,115.646258503
Jason Collins,C,2007,2.1336,115.646258503
Mardy Collins,PG,2007,1.9812,99.77324263
Nick Collison,SF,2007,2.0828,115.646258503
Will Conroy,PG,2007,1.8796,88.43537415
Will Conroy,PG,2007,1.8796,88.43537415
Will Conroy,PG,2007,1.8796,88.43537415
Brian Cook,SF,2007,2.0574,106.12244898
Jamal Crawford,PG,2007,1.9558,90.702947846
Austin Croshere,SF,2007,2.0574,106.575963719
Eddy Curry,C,2007,2.1336,133.786848073
Samuel Dalembert,C,2007,2.1082,115.646258503
Erick Dampier,C,2007,2.1082,120.181405896
Antonio Daniels,PG,2007,1.9304,88.43537415
Marquis Daniels,SG,2007,1.9812,90.702947846
Baron Davis,PG,2007,1.905,94.784580499
Dale Davis,PF,2007,2.1082,104.308390023
Paul Davis,C,2007,2.1082,122.448979592
Ricky Davis,PG,2007,1.9812,88.43537415
Carlos Delfino,PG,2007,1.9812,104.308390023
Luol Deng,SF,2007,2.0574,99.77324263
Boris Diaw,PF,2007,2.032,113.378684807
Yakhouba Diawara,SG,2007,2.0066,102.040816327
Dan Dickau,PG,2007,1.8288,86.167800454
Travis Diener,PG,2007,1.8542,79.365079365
Ike Diogu,SF,2007,2.032,113.378684807
Ike Diogu,SF,2007,2.032,113.378684807
Ike Diogu,SF,2007,2.032,113.378684807
DeSagana Diop,C,2007,2.1336,136.054421769
Juan Dixon,PG,2007,1.905,74.376417234
Juan Dixon,PG,2007,1.905,74.376417234
Juan Dixon,PG,2007,1.905,74.376417234
Michael Doleac,C,2007,2.1082,118.820861678
Keyon Dooling,PG,2007,1.905,88.888888889
Quincy Douby,PG,2007,1.905,79.365079365
Chris Duhon,PG,2007,1.8542,83.900226757
Tim Duncan,PF,2007,2.1082,113.378684807
Mike Dunleavy,PG,2007,1.905,81.632653061
Mike Dunleavy,PG,2007,1.905,81.632653061
Mike Dunleavy,PG,2007,1.905,81.632653061
Ronald Dupree,SF,2007,2.0066,94.784580499
Monta Ellis,PG,2007,1.905,83.900226757
Francisco Elson,C,2007,2.1336,106.575963719
Melvin Ely,C,2007,2.0828,117.9138322
Melvin Ely,C,2007,2.0828,117.9138322
Melvin Ely,C,2007,2.0828,117.9138322
Maurice Evans,PG,2007,1.9558,99.77324263
Reggie Evans,SF,2007,2.032,111.111111111
Daniel Ewing,PG,2007,1.905,83.900226757
Jordan Farmar,PG,2007,1.8796,81.632653061
Desmon Farmer,PG,2007,1.9558,99.77324263
Raymond Felton,PG,2007,1.8542,92.970521542
Michael Finley,SG,2007,2.0066,97.505668934
Derek Fisher,PG,2007,1.8542,90.702947846
T.J. Ford,PG,2007,1.8288,74.829931973
Danny Fortson,SF,2007,2.0066,117.9138322
Jeff Foster,PF,2007,2.1082,107.029478458
Randy Foye,PG,2007,1.9304,96.598639456
Adonal Foyle,C,2007,2.0828,113.378684807
Steve Francis,PG,2007,1.905,88.43537415
Matt Freije,SF,2007,2.0828,108.843537415
Channing Frye,PF,2007,2.1082,115.646258503
Dan Gadzuric,C,2007,2.1082,108.843537415
Jorge Garbajosa,SF,2007,2.0574,111.111111111
Francisco Garcia,SF,2007,2.0066,88.43537415
Kevin Garnett,PF,2007,2.1082,108.843537415
Pat Garrity,SF,2007,2.0574,107.936507937
Pau Gasol,PF,2007,2.1336,113.378684807
Rudy Gay,SF,2007,2.032,104.308390023
Mickael Gelabale,SF,2007,2.0066,97.505668934
Devean George,SG,2007,2.032,99.77324263
Daniel Gibson,PG,2007,1.8796,86.167800454
Manu Ginobili,PG,2007,1.9812,92.970521542
Gordan Giricek,SG,2007,1.9812,95.238095238
Andreas Glyniadakis,C,2007,2.159,126.984126984
Ryan Gomes,SF,2007,2.0066,113.378684807
Drew Gooden,SF,2007,2.0828,113.378684807
Ben Gordon,PG,2007,1.905,90.702947846
Joey Graham,SF,2007,2.0066,102.040816327
Stephen Graham,PG,2007,1.9812,97.505668934
Danny Granger,SF,2007,2.0574,100.680272109
Gerald Green,SG,2007,2.0066,92.970521542
Willie Green,PG,2007,1.9304,90.702947846
Orien Greene,PG,2007,1.9304,94.33106576
Lynn Greer,PG,2007,1.8796,79.365079365
Adrian Griffin,SG,2007,1.9558,98.412698413
Eddie Griffin,PF,2007,2.0828,99.77324263
Mike Hall,SF,2007,2.032,104.308390023
Richard Hamilton,SG,2007,1.9812,83.900226757
Matt Harpring,SF,2007,2.0066,104.761904762
Al Harrington,SF,2007,2.0574,104.308390023
Al Harrington,SF,2007,2.0574,104.308390023
Al Harrington,SF,2007,2.0574,104.308390023
Junior Harrington,PG,2007,1.9304,81.632653061
Othella Harrington,PF,2007,2.0574,106.575963719
Devin Harris,PG,2007,1.905,87.074829932
David Harrison,C,2007,2.1336,126.984126984
Jason Hart,PG,2007,1.905,83.900226757
Jason Hart,PG,2007,1.905,83.900226757
Jason Hart,PG,2007,1.905,83.900226757
Udonis Haslem,PF,2007,2.032,106.575963719
Trenton Hassell,PG,2007,1.9558,90.702947846
Chuck Hayes,PF,2007,1.9812,108.843537415
Jarvis Hayes,SF,2007,2.0066,99.77324263
Brendan Haywood,C,2007,2.1336,121.541950113
Luther Head,PG,2007,1.905,83.900226757
Alan Henderson,SF,2007,2.0574,106.575963719
Walter Herrmann,SF,2007,2.0574,102.040816327
Nene Hilario,PF,2007,2.1082,113.378684807
Grant Hill,SF,2007,2.032,102.040816327
Kirk Hinrich,PG,2007,1.9304,86.167800454
Robert Hite,PG,2007,1.8796,83.446712018
Julius Hodge,PG,2007,2.0066,95.238095238
Julius Hodge,PG,2007,2.0066,95.238095238
Julius Hodge,PG,2007,2.0066,95.238095238
Ryan Hollins,C,2007,2.1336,108.843537415
Robert Horry,SF,2007,2.0574,99.77324263
Eddie House,PG,2007,1.8542,81.632653061
Dwight Howard,C,2007,2.1082,120.181405896
Josh Howard,SF,2007,2.0066,95.238095238
Juwan Howard,SF,2007,2.0574,108.843537415
Troy Hudson,PG,2007,1.8542,77.097505669
Larry Hughes,PG,2007,1.9558,83.446712018
Kris Humphries,PF,2007,2.0574,106.575963719
Lindsey Hunter,PG,2007,1.8796,77.097505669
Steven Hunter,C,2007,2.1336,99.77324263
Andre Iguodala,SG,2007,1.9812,97.505668934
Zydrunas Ilgauskas,C,2007,2.2098,107.936507937
Mile Ilic,C,2007,2.159,104.308390023
Didier Ilunga-Mbenga,C,2007,2.1336,111.111111111
Ersan Ilyasova,SF,2007,2.0828,106.575963719
Allen Iverson*,,2007,,
Allen Iverson*,,2007,,
Allen Iverson*,,2007,,
Royal Ivey,PG,2007,1.905,90.702947846
Jarrett Jack,PG,2007,1.905,90.702947846
Bobby Jackson,PG,2007,1.8542,83.900226757
Luke Jackson,PF,2007,2.0574,108.843537415
Luke Jackson,PF,2007,2.0574,108.843537415
Luke Jackson,PF,2007,2.0574,108.843537415
Marc Jackson,C,2007,2.0828,122.448979592
Stephen Jackson,SF,2007,2.032,98.866213152
Stephen Jackson,SF,2007,2.032,98.866213152
Stephen Jackson,SF,2007,2.032,98.866213152
Jerome James,C,2007,2.1336,136.054421769
LeBron James,SF,2007,2.032,113.378684807
Mike James,PG,2007,1.8796,85.260770975
Antawn Jamison,SF,2007,2.032,101.133786848
Marko Jaric,PG,2007,2.0066,89.795918367
Sarunas Jasikevicius,PG,2007,1.9304,88.43537415
Sarunas Jasikevicius,PG,2007,1.9304,88.43537415
Sarunas Jasikevicius,PG,2007,1.9304,88.43537415
Al Jefferson,PF,2007,2.0828,131.065759637
Richard Jefferson,SF,2007,2.0066,105.66893424
Jared Jeffries,SF,2007,2.1082,104.308390023
Alexander Johnson,SF,2007,2.0574,108.843537415
Amir Johnson,PF,2007,2.0574,108.843537415
Anthony Johnson,PG,2007,1.905,86.167800454
Anthony Johnson,PG,2007,1.905,86.167800454
Anthony Johnson,PG,2007,1.905,86.167800454
DerMarr Johnson,SF,2007,2.0574,91.156462585
Joe Johnson,SG,2007,2.0066,108.843537415
Linton Johnson,SF,2007,2.032,92.970521542
Bobby Jones,SF,2007,2.0574,95.238095238
Dahntay Jones,SG,2007,1.9812,102.040816327
Damon Jones,PG,2007,1.905,83.900226757
Dwayne Jones,PF,2007,2.1082,113.378684807
Eddie Jones,SG,2007,1.9812,86.167800454
Eddie Jones,SG,2007,1.9812,86.167800454
Eddie Jones,SG,2007,1.9812,86.167800454
Fred Jones,SG,2007,1.9304,95.238095238
Fred Jones,SG,2007,1.9304,95.238095238
Fred Jones,SG,2007,1.9304,95.238095238
James Jones,SF,2007,2.032,98.866213152
Glenn Robinson,SG,2005,1.9812,100.680272109
Mike Dunleavy,SF,2006,2.0574,104.308390023
Luke Jackson,SF,2006,2.0066,97.505668934
Mike James,PG,2006,1.8542,85.714285714
David Lee,SF,2006,2.0574,111.111111111
Charles Smith,PG,2006,1.9304,87.98185941
Charles Smith,PG,2006,1.9304,87.98185941
Charles Smith,PG,2006,1.9304,87.98185941
Dee Brown,PG,2007,1.8288,83.900226757
Mike Dunleavy,SF,2007,2.0574,104.308390023
Mike Dunleavy,SF,2007,2.0574,104.308390023
Mike Dunleavy,SF,2007,2.0574,104.308390023
Luke Jackson,SF,2007,2.0066,97.505668934
Luke Jackson,SF,2007,2.0066,97.505668934
Luke Jackson,SF,2007,2.0066,97.505668934
Mike James,PG,2007,1.8542,85.714285714
Bobby Jones,SF,2007,2.0066,97.505668934
George Johnson,PF,1978,2.1082,92.970521542
George Johnson,PF,1979,2.1082,92.970521542
George Johnson,PF,1979,2.1082,92.970521542
George Johnson,PF,1980,2.1082,92.970521542
George Johnson,PF,1980,2.1082,92.970521542
Michael Cooper,SG,1981,1.9558,77.097505669
Wayne Cooper,PF,1981,2.0828,99.77324263
Dave Corzine,C,1981,2.1082,113.378684807
Charlie Criss,PG,1981,1.7272,74.829931973
Geoff Crompton,C,1981,2.1082,126.984126984
Pat Cummings,PF,1981,2.0574,104.308390023
Earl Cureton,PF,1981,2.0574,95.238095238
Bob Dandridge,SF,1981,1.9812,88.43537415
Adrian Dantley*,,1981,,
Brad Davis,PG,1981,1.905,81.632653061
Johnny Davis,PG,1981,1.8796,77.097505669
Monti Davis,SF,1981,2.0066,92.970521542
Monti Davis,SF,1981,2.0066,92.970521542
Monti Davis,SF,1981,2.0066,92.970521542
Ron Davis,SG,1981,1.9812,89.795918367
Walter Davis,SG,1981,1.9812,87.528344671
Darryl Dawkins,C,1981,2.1082,113.832199546
Larry Demic,PF,1981,2.0574,102.040816327
Coby Dietrick,PF,1981,2.0828,99.77324263
James Donaldson,C,1981,2.1844,124.716553288
Jacky Dorsey,SF,1981,2.0066,104.308390023
Leon Douglas,PF,1981,2.0828,104.308390023
John Drew,SF,1981,1.9812,92.970521542
Larry Drew,PG,1981,1.8542,77.097505669
Ralph Drollinger,C,1981,2.1844,113.378684807
Terry Duerod,PG,1981,1.8796,81.632653061
Terry Duerod,PG,1981,1.8796,81.632653061
Terry Duerod,PG,1981,1.8796,81.632653061
Mike Dunleavy,PG,1981,1.905,81.632653061
T.R. Dunn,SG,1981,1.9304,87.074829932
John Duren,PG,1981,1.905,88.43537415
James Edwards,PF,1981,2.1336,102.040816327
Bob Elliott,PF,1981,2.0574,102.040816327
Len Elmore,PF,1981,2.0574,99.77324263
Alex English*,,1981,,
Julius Erving*,,1981,,
Mike Evans,PG,1981,1.8542,77.097505669
Eric Fernsten,PF,1981,2.0828,92.970521542
Chris Ford,SG,1981,1.9558,86.167800454
Don Ford,SF,1981,2.0574,97.505668934
Phil Ford,PG,1981,1.8796,79.365079365
World B.,,1981,,
Tony Fuller,PG,1981,1.9304,81.632653061
Mike Gale,PG,1981,1.9304,83.900226757
Mike Gale,PG,1981,1.9304,83.900226757
Mike Gale,PG,1981,1.9304,83.900226757
Calvin Garrett,SF,1981,2.0066,86.167800454
Gus Gerard,SF,1981,2.032,90.702947846
Gus Gerard,SF,1981,2.032,90.702947846
Gus Gerard,SF,1981,2.032,90.702947846
George Gervin*,,1981,,
Artis Gilmore*,,1981,,
Mike Glenn,PG,1981,1.8796,79.365079365
Mike Gminski,C,1981,2.1082,113.378684807
Glen Gondrezick,SF,1981,1.9812,98.866213152
Rickey Green,PG,1981,1.8288,77.097505669
Dave Greenwood,PF,1981,2.0574,100.680272109
Kevin Grevey,SG,1981,1.9558,95.238095238
Paul Griffin,PF,1981,2.0574,92.970521542
Darrell Griffith,PG,1981,1.9304,86.167800454
Bob Gross,SF,1981,1.9812,90.702947846
Ernie Grunfeld,SG,1981,1.9812,95.238095238
Roy Hamilton,PG,1981,1.8796,81.632653061
Bill Hanzlik,SG,1981,2.0066,83.900226757
Alan Hardy,SF,1981,2.0066,88.43537415
James Hardy,PF,1981,2.032,99.77324263
Mike Harper,PF,1981,2.0828,88.43537415
Joe Hassett,PG,1981,1.9558,81.632653061
Joe Hassett,PG,1981,1.9558,81.632653061
Joe Hassett,PG,1981,1.9558,81.632653061
Steve Hawes,PF,1981,2.0574,99.77324263
Elvin Hayes*,,1981,,
Gar Heard,SF,1981,1.9812,99.319727891
Gerald Henderson,PG,1981,1.8796,79.365079365
Tom Henderson,PG,1981,1.905,86.167800454
Keith Herron,SG,1981,1.9812,88.43537415
Kenny Higgs,PG,1981,1.8288,81.632653061
Johnny High,PG,1981,1.905,83.900226757
Armond Hill,PG,1981,1.9304,86.167800454
Armond Hill,PG,1981,1.9304,86.167800454
Armond Hill,PG,1981,1.9304,86.167800454
Brad Holland,PG,1981,1.905,81.632653061
Lionel Hollins,PG,1981,1.905,83.900226757
Cedrick Hordges,PF,1981,2.032,99.77324263
Phil Hubbard,PF,1981,2.032,97.505668934
Kim Hughes,C,1981,2.1082,99.77324263
Kim Hughes,C,1981,2.1082,99.77324263
Kim Hughes,C,1981,2.1082,99.77324263
Geoff Huston,PG,1981,1.8796,79.365079365
Geoff Huston,PG,1981,1.8796,79.365079365
Geoff Huston,PG,1981,1.8796,79.365079365
Dan Issel*,,1981,,
Tony Jackson,SF,1981,1.9304,90.702947846
Abdul Jeelani,PF,1981,2.032,95.238095238
Clemon Johnson,PF,1981,2.0828,108.843537415
Dennis Johnson*,,1981,,
Eddie Johnson,PG,1981,1.8796,81.632653061
George Johnson,C,1981,2.1082,111.111111111
George Johnson,C,1981,2.1082,111.111111111
John Johnson,SF,1981,2.0066,90.702947846
Lee Johnson,SF,1981,2.1082,92.970521542
Lee Johnson,SF,1981,2.1082,92.970521542
Lee Johnson,SF,1981,2.1082,92.970521542
Magic Johnson*,,1981,,
Marques Johnson,SF,1981,2.0066,98.866213152
Mickey Johnson,SF,1981,2.0828,86.167800454
Ollie Johnson,SF,1981,1.9812,90.702947846
Reggie Johnson,PF,1981,2.0574,92.970521542
Vinnie Johnson,PG,1981,1.8796,90.702947846
Bobby Jones,SF,1981,2.0574,95.238095238
Caldwell Jones,PF,1981,2.1082,98.412698413
Dwight Jones,PF,1981,2.0828,95.238095238
Edgar Jones,PF,1981,2.0828,102.040816327
Major Jones,SF,1981,2.0574,102.040816327
Eddie Jordan,PG,1981,1.8542,77.097505669
Eddie Jordan,PG,1981,1.8542,77.097505669
Eddie Jordan,PG,1981,1.8542,77.097505669
Walter Jordan,SF,1981,2.0066,89.795918367
Jeff Judkins,SG,1981,1.9812,83.900226757
Clarence Kea,SF,1981,1.9812,98.866213152
Rich Kelley,PF,1981,2.1336,106.575963719
Greg Kelser,SF,1981,2.0066,86.167800454
Larry Kenon,SF,1981,2.0574,92.970521542
Chad Kinch,PG,1981,1.9304,86.167800454
Chad Kinch,PG,1981,1.9304,86.167800454
Chad Kinch,PG,1981,1.9304,86.167800454
Bernard King*,,1981,,
Reggie King,SF,1981,1.9812,102.040816327
Billy Knight,SG,1981,1.9812,88.43537415
Joel Kramer,PF,1981,2.0066,92.063492063
Wayne Kreklow,PG,1981,1.9304,79.365079365
Kevin Kunnert,PF,1981,2.1336,104.308390023
Mitch Kupchak,PF,1981,2.0574,104.308390023
Sam Lacey,C,1981,2.0828,106.575963719
Tom LaGarde,PF,1981,2.0828,99.77324263
Bill Laimbeer,C,1981,2.1082,111.111111111
John Lambert,PF,1981,2.0828,102.040816327
John Lambert,PF,1981,2.0828,102.040816327
John Lambert,PF,1981,2.0828,102.040816327
Mark Landsberger,PF,1981,2.032,97.505668934
Bob Lanier*,,1981,,
Edmund Lawrence,C,1981,2.1336,103.401360544
Allen Leavell,PG,1981,1.8542,77.097505669
Ron Lee,PG,1981,1.9304,87.528344671
Ronnie Lester,PG,1981,1.8796,79.365079365
Scott Lloyd,PF,1981,2.0828,104.308390023
John Long,SG,1981,1.9558,88.43537415
John Lucas,PG,1981,1.905,79.365079365
Maurice Lucas,PF,1981,2.0574,97.505668934
Ollie Mack,PG,1981,1.905,83.900226757
Ollie Mack,PG,1981,1.905,83.900226757
Ollie Mack,PG,1981,1.905,83.900226757
Kyle Macy,PG,1981,1.905,79.365079365
Rick Mahorn,PF,1981,2.0828,108.843537415
Moses Malone*,,1981,,
Wes Matthews,PG,1981,1.8542,77.097505669
Wes Matthews,PG,1981,1.8542,77.097505669
Wes Matthews,PG,1981,1.8542,77.097505669
Cedric Maxwell,SF,1981,2.032,92.970521542
Scott May,SF,1981,2.0066,97.505668934
Bill Mayfield,SF,1981,2.0066,92.970521542
Bob McAdoo*,,1981,,
Bob McAdoo*,,1981,,
Bob McAdoo*,,1981,,
Andre McCarter,PG,1981,1.905,86.167800454
Keith McCord,PG,1981,2.0066,95.238095238
Jim McElroy,PG,1981,1.905,86.167800454
George McGinnis,PF,1981,2.032,106.575963719
Kevin McHale*,,1981,,
Billy McKinney,PG,1981,1.8288,72.562358277
Billy McKinney,PG,1981,1.8288,72.562358277
Billy McKinney,PG,1981,1.8288,72.562358277
Tom McMillen,PF,1981,2.1082,97.505668934
John Mengelt,PG,1981,1.8796,88.43537415
Joe Meriweather,PF,1981,2.0828,97.505668934
Dick Miller,SF,1981,1.9812,97.505668934
Dick Miller,SF,1981,1.9812,97.505668934
Dick Miller,SF,1981,1.9812,97.505668934
Mike Mitchell,SF,1981,2.0066,97.505668934
Steve Mix,SF,1981,2.0066,97.505668934
Paul Mokeski,PF,1981,2.1336,113.378684807
Sidney Moncrief,PG,1981,1.905,81.632653061
Johnny Moore,PG,1981,1.8542,79.365079365
Lowes Moore,PG,1981,1.8542,77.097505669
Calvin Murphy*,,1981,,
Swen Nater,C,1981,2.1082,108.843537415
Calvin Natt,SF,1981,1.9812,99.77324263
Kenny Natt,PG,1981,1.905,83.900226757
Mike Newlin,SG,1981,1.9304,90.702947846
Carl Nicks,PG,1981,1.8542,79.365079365
Carl Nicks,PG,1981,1.8542,79.365079365
Carl Nicks,PG,1981,1.8542,79.365079365
Mike Niles,SF,1981,1.9812,102.040816327
Norm Nixon,PG,1981,1.8796,77.097505669
Mike O'Koren,SF,1981,2.0066,93.87755102
Mark Olberding,SF,1981,2.032,102.040816327
Jawann Oldham,C,1981,2.1336,97.505668934
Louis Orr,SF,1981,2.032,79.365079365
Tom Owens,PF,1981,2.0828,97.505668934
Robert Parish*,,1981,,
Sonny Parker,SF,1981,1.9812,90.702947846
Myles Patrick,SF,1981,2.032,99.77324263
Billy Paultz,PF,1981,2.1082,106.575963719
Jim Paxson,SF,1981,1.9812,90.702947846
Sam Pellom,PF,1981,2.0574,102.040816327
Roger Phegley,SG,1981,1.9812,92.970521542
Stan Pietkiewicz,SG,1981,1.9558,90.702947846
Stan Pietkiewicz,SG,1981,1.9558,90.702947846
Stan Pietkiewicz,SG,1981,1.9558,90.702947846
Ben Poquette,PF,1981,2.0574,106.575963719
Kevin Porter,PG,1981,1.8288,77.097505669
Tony Price,PG,1981,1.9812,86.167800454
Wally Rank,SF,1981,1.9812,99.77324263
Kelvin Ransey,PG,1981,1.8542,77.097505669
Clifford Ray,C,1981,2.0574,104.308390023
James Ray,SF,1981,2.032,97.505668934
Billy Reid,PG,1981,1.9558,86.167800454
Robert Reid,SF,1981,2.032,92.970521542
Kevin Restani,PF,1981,2.0574,102.040816327
Clint Richardson,PG,1981,1.905,88.43537415
Micheal Ray,,1981,,
Anthony Roberts,SF,1981,1.9558,83.900226757
Rick Robey,PF,1981,2.1082,104.308390023
Cliff Robinson,SF,1981,2.0574,99.77324263
Truck Robinson,PF,1981,2.0066,102.040816327
Wayne Robinson,SF,1981,2.032,98.412698413
Bill Robinzine,SF,1981,2.0066,104.308390023
Bill Robinzine,SF,1981,2.0066,104.308390023
Bill Robinzine,SF,1981,2.0066,104.308390023
Dave Robisch,PF,1981,2.0828,106.575963719
Dave Robisch,PF,1981,2.0828,106.575963719
Dave Robisch,PF,1981,2.0828,106.575963719
John Roche,PG,1981,1.905,77.097505669
Tree Rollins,C,1981,2.159,106.575963719
Lorenzo Romar,PG,1981,1.8542,79.365079365
Dan Roundfield,PF,1981,2.032,92.970521542
Campy Russell,SF,1981,2.032,97.505668934
Frankie Sanders,SF,1981,1.9812,90.702947846
DeWayne Scales,SF,1981,2.032,94.33106576
Alvin Scott,SF,1981,2.0066,83.900226757
Craig Shelton,SF,1981,2.0066,95.238095238
Lonnie Shelton,PF,1981,2.032,108.843537415
Purvis Short,SF,1981,2.0066,95.238095238
John Shumate,PF,1981,2.0574,106.575963719
John Shumate,PF,1981,2.0574,106.575963719
John Shumate,PF,1981,2.0574,106.575963719
Jerry Sichting,PG,1981,1.8542,76.19047619
Jack Sikma,PF,1981,2.1082,104.308390023
James Silas,PG,1981,1.8542,81.632653061
Larry Smith,PF,1981,2.032,97.505668934
Phil Smith,PG,1981,1.9304,83.900226757
Randy Smith,SG,1981,1.905,81.632653061
Robert Smith,PG,1981,1.8034,74.829931973
Ricky Sobers,PG,1981,1.905,89.795918367
Jim Spanarkel,SG,1981,1.9558,86.167800454
Rory Sparrow,PG,1981,1.8796,79.365079365
John Stroud,SF,1981,2.0066,97.505668934
Brian Taylor,PG,1981,1.8796,83.900226757
Carlos Terry,SG,1981,1.9558,95.238095238
Reggie Theus,PG,1981,2.0066,86.167800454
David Thompson*,,1981,,
Mychal Thompson,PF,1981,2.0828,102.494331066
Rudy Tomjanovich,SF,1981,2.032,98.866213152
Andrew Toney,PG,1981,1.905,80.725623583
Terry Tyler,SF,1981,2.0066,97.505668934
Wes Unseld*,,1981,,
Ronnie Valentine,SF,1981,2.0066,95.238095238
Jan Van,,1981,,
Kiki Vandeweghe,SF,1981,2.032,99.77324263
Brett Vroman,C,1981,2.1336,99.77324263
Foots Walker,PG,1981,1.8288,83.446712018
Wally Walker,SF,1981,2.0066,86.167800454
Lloyd Walton,PG,1981,1.8288,72.562358277
Kermit Washington,PF,1981,2.032,104.308390023
Richard Washington,PF,1981,2.1082,99.77324263
Richard Washington,PF,1981,2.1082,99.77324263
Richard Washington,PF,1981,2.1082,99.77324263
Marvin Webster,C,1981,2.159,102.040816327
Scott Wedman,SF,1981,2.0066,97.505668934
Paul Westphal,PG,1981,1.9304,88.43537415
Jo Jo,,1981,,
Rudy White,PG,1981,1.8796,88.43537415
Rudy White,PG,1981,1.8796,88.43537415
Rudy White,PG,1981,1.8796,88.43537415
Jerome Whitehead,PF,1981,2.0828,99.77324263
Jerome Whitehead,PF,1981,2.0828,99.77324263
Jerome Whitehead,PF,1981,2.0828,99.77324263
Jerome Whitehead,PF,1981,2.0828,99.77324263
Hawkeye Whitney,SG,1981,1.9558,106.575963719
Sidney Wicks,PF,1981,2.032,102.040816327
Michael Wiley,SF,1981,2.0574,90.702947846
Bob Wilkerson,SG,1981,1.9812,88.43537415
Jamaal Wilkes*,,1981,,
James Wilkes,SF,1981,2.0066,88.43537415
Jeff Wilkins,PF,1981,2.1082,104.308390023
Freeman Williams,SG,1981,1.9304,86.167800454
Ray Williams,PG,1981,1.905,85.260770975
Sly Williams,SF,1981,2.0066,95.238095238
John Williamson,PG,1981,1.8796,83.900226757
Bill Willoughby,PF,1981,2.032,92.970521542
Brian Winters,SG,1981,1.9304,83.900226757
Mike Woodson,SG,1981,1.9558,88.43537415
Sam Worthen,PG,1981,1.9558,88.43537415
Larry Wright,PG,1981,1.8542,72.562358277
,,,,
Kareem Abdul-Jabbar*,,1982,,
