name,position,year,height,weight
Don Savage,SF,1952,1.905,92.970521542
Fred Schaus,SF,1952,1.9558,92.970521542
Dolph Schayes*,,1952,,
Herb Scherer,C,1952,2.0574,96.145124717
Howie Schultz,PF,1952,1.9812,90.702947846
Fred Scolari,PG,1952,1.778,81.632653061
George Senesky,PG,1952,1.8796,81.179138322
Paul Seymour,SG,1952,1.8542,81.632653061
Chuck Share,C,1952,2.1082,106.575963719
Bill Sharman*,,1952,,
Connie Simmons,PF,1952,2.032,100.680272109
Zeke Sinicola,PG,1952,1.778,74.829931973
Whitey Skoog,PG,1952,1.8034,81.632653061
Jim Slaughter,C,1952,2.1082,95.238095238
Belus Smawley,SG,1952,1.8542,88.43537415
Odie Spears,PG,1952,1.9558,92.970521542
Bill Tosheff,PG,1952,1.8542,79.365079365
Gene Vance,SG,1952,1.905,88.43537415
Ernie Vandeweghe,SF,1952,1.905,88.43537415
Brady Walker,PF,1952,1.9812,92.970521542
Paul Walther,SG,1952,1.8796,72.562358277
Bobby Wanzer*,,1952,,
Bob Wilson,PG,1952,1.9304,83.900226757
Max Zaslofsky,SG,1952,1.8796,77.097505669
,,,,
Jim Baechtold,SF,1953,1.9304,92.970521542
Don Barksdale*,,1953,,
Leo Barnhorst,SF,1953,1.9304,86.167800454
Nelson Bobb,PG,1953,1.8288,77.097505669
Vince Boryla,SF,1953,1.9558,95.238095238
Don Boven,SF,1953,1.9304,95.238095238
Don Boven,SF,1953,1.9304,95.238095238
Don Boven,SF,1953,1.9304,95.238095238
Don Boven,SF,1953,1.9304,95.238095238
Bob Brannum,PF,1953,1.9558,97.505668934
Jim Brasco,PG,1953,1.8542,77.097505669
Jim Brasco,PG,1953,1.8542,77.097505669
Jim Brasco,PG,1953,1.8542,77.097505669
Carl Braun,SG,1953,1.9558,81.632653061
Frankie Brian,PG,1953,1.8542,81.632653061
Dick Bunt,PG,1953,1.8288,77.097505669
Dick Bunt,PG,1953,1.8288,77.097505669
Dick Bunt,PG,1953,1.8288,77.097505669
Bill Calhoun,SF,1953,1.905,81.632653061
Bill Calhoun,SF,1953,1.905,81.632653061
Bill Calhoun,SF,1953,1.905,81.632653061
Al Cervi*,,1953,,
Cal Christensen,PF,1953,1.9558,95.238095238
Nat Clifton*,,1953,,
Jack Coleman,PF,1953,2.0066,88.43537415
Gene Conley,PF,1953,2.032,102.040816327
Chuck Cooper,SF,1953,1.9558,95.238095238
Ray Corley,PG,1953,1.8288,81.632653061
Bob Cousy*,,1953,,
Dillard Crocker,SF,1953,1.9304,92.970521542
Pete Darcey,C,1953,2.0066,98.412698413
Bob Davies*,,1953,,
Blaine Denning,PG,1953,1.8796,79.365079365
Bob Donham,SG,1953,1.8796,86.167800454
Dike Eddleman,SF,1953,1.905,85.714285714
George Feigenbaum,PG,1953,1.8542,83.900226757
Jake Fendley,PG,1953,1.8288,81.632653061
Danny Finn,PG,1953,1.8542,83.900226757
Jerry Fleishman,SG,1953,1.8796,86.167800454
Larry Foust,PF,1953,2.0574,97.505668934
Joe Fulks*,,1953,,
Bill Gabor,SG,1953,1.8034,77.097505669
Harry Gallatin*,,1953,,
Joe Graboski,PF,1953,2.0066,88.43537415
Dick Groat,PG,1953,1.8034,81.632653061
Alex Hannum*,,1953,,
Don Hanrahan,SF,1953,2.0066,90.702947846
Bob Harris,PF,1953,2.0066,88.43537415
Bob Harrison,PG,1953,1.8542,86.167800454
Don Henriksen,PF,1953,2.0066,102.040816327
Kleggie Hermsen,PF,1953,2.0574,102.040816327
Kleggie Hermsen,PF,1953,2.0574,102.040816327
Kleggie Hermsen,PF,1953,2.0574,102.040816327
Lew Hitch,PF,1953,2.032,90.702947846
Paul Hoffman,SG,1953,1.8796,88.43537415
Jim Holstein,SF,1953,1.905,81.632653061
Red Holzman*,,1953,,
Mel Hutchins,PF,1953,1.9812,90.702947846
Arnie Johnson,PF,1953,1.9558,107.029478458
Ralph Johnson,PG,1953,1.8034,77.097505669
Neil Johnston*,,1953,,
Noble Jorgensen,C,1953,2.0574,103.401360544
George Kaftan,SF,1953,1.905,86.167800454
Jack Kerris,PF,1953,1.9812,97.505668934
Jack Kerris,PF,1953,1.9812,97.505668934
Jack Kerris,PF,1953,1.9812,97.505668934
Jack Kiley,PG,1953,1.8542,77.097505669
George King,PG,1953,1.8288,79.365079365
Frank Kudelka,SG,1953,1.8796,87.528344671
Frank Kudelka,SG,1953,1.8796,87.528344671
Frank Kudelka,SG,1953,1.8796,87.528344671
Bob Lavoy,PF,1953,2.0066,83.900226757
Andrew Levane,SF,1953,1.8796,86.167800454
Earl Lloyd*,,1953,,
Bob Lochmueller,SF,1953,1.9558,83.900226757
Don Lofgran,PF,1953,1.9558,90.702947846
Ray Lumpp,PG,1953,1.8542,80.725623583
Ray Lumpp,PG,1953,1.8542,80.725623583
Ray Lumpp,PG,1953,1.8542,80.725623583
Ed Macauley*,,1953,,
John Mahnken,C,1953,2.032,99.77324263
Mo Mahoney,SF,1953,1.8796,92.970521542
Slater Martin*,,1953,,
Al Masino,PG,1953,1.778,78.911564626
Jack McCloskey,PG,1953,1.8796,86.167800454
Bucky McConnell,PG,1953,1.778,77.097505669
Alfred McGuire*,,1953,,
Dick McGuire*,,1953,,
George McLeod,SF,1953,1.9558,90.702947846
Jack McMahon,PG,1953,1.8542,83.900226757
Monk Meineke,PF,1953,2.0066,94.33106576
Stan Miasek,PF,1953,1.9558,95.238095238
Stan Miasek,PF,1953,1.9558,95.238095238
Stan Miasek,PF,1953,1.9558,95.238095238
Ed Mikan,PF,1953,2.032,104.308390023
Ed Mikan,PF,1953,2.032,104.308390023
Ed Mikan,PF,1953,2.032,104.308390023
George Mikan*,,1953,,
Vern Mikkelsen*,,1953,,
Eddie Miller,PF,1953,2.032,102.040816327
Eddie Miller,PF,1953,2.032,102.040816327
Eddie Miller,PF,1953,2.032,102.040816327
Dave Minor,SG,1953,1.8796,83.900226757
Dave Minor,SG,1953,1.8796,83.900226757
Dave Minor,SG,1953,1.8796,83.900226757
Bill Mlkvy,SF,1953,1.9304,86.167800454
Jim Mooney,SF,1953,1.9558,97.505668934
Bob Naber,SF,1953,1.905,83.900226757
Jack Nichols,PF,1953,2.0066,100.680272109
John O'Boyle,PG,1953,1.8796,83.900226757
Ralph O'Brien,PG,1953,1.7526,72.562358277
Ralph O'Brien,PG,1953,1.7526,72.562358277
Ralph O'Brien,PG,1953,1.7526,72.562358277
Ralph O'Brien,PG,1953,1.7526,72.562358277
Mike O'Neill,SF,1953,1.905,95.238095238
Kevin O'Shea,PG,1953,1.8796,79.365079365
Wally Osterkorn,PF,1953,1.9558,97.505668934
Don Otten,C,1953,2.0828,108.843537415
Claude Overton,PG,1953,1.8796,88.43537415
Johnny Payak,SG,1953,1.9304,78.911564626
Mel Payton,SF,1953,1.9304,83.900226757
Andy Phillip*,,1953,,
Jim Pollard*,,1953,,
Ralph Polson,PF,1953,2.0066,90.702947846
Ralph Polson,PF,1953,2.0066,90.702947846
Ralph Polson,PF,1953,2.0066,90.702947846
Bob Priddy,SF,1953,1.905,86.167800454
Moe Radovich,PG,1953,1.8288,72.562358277
Sherwin Raiken,PG,1953,1.8796,83.900226757
George Ratkovicz,PF,1953,1.9812,99.77324263
George Ratkovicz,PF,1953,1.9812,99.77324263
George Ratkovicz,PF,1953,1.9812,99.77324263
Gene Rhodes,PG,1953,1.8542,77.097505669
Arnie Risen*,,1953,,
Red Rocha,PF,1953,2.0574,83.900226757
Kenny Rollins,PG,1953,1.8288,76.19047619
Pep Saul,SG,1953,1.8796,83.900226757
Fred Schaus,SF,1953,1.9558,92.970521542
Dolph Schayes*,,1953,,
Howie Schultz,PF,1953,1.9812,90.702947846
Fred Scolari,PG,1953,1.778,81.632653061
Fred Scolari,PG,1953,1.778,81.632653061
Fred Scolari,PG,1953,1.778,81.632653061
George Senesky,PG,1953,1.8796,81.179138322
Paul Seymour,SG,1953,1.8542,81.632653061
Chuck Share,C,1953,2.1082,106.575963719
Bill Sharman*,,1953,,
Connie Simmons,PF,1953,2.032,100.680272109
Whitey Skoog,PG,1953,1.8034,81.632653061
Odie Spears,PG,1953,1.9558,92.970521542
Dick Surhoff,SF,1953,1.9304,95.238095238
Bill Tosheff,PG,1953,1.8542,79.365079365
Ernie Vandeweghe,SF,1953,1.905,88.43537415
Paul Walther,SG,1953,1.8796,72.562358277
Bobby Wanzer*,,1953,,
Mark Workman,PF,1953,2.0574,97.505668934
Mark Workman,PF,1953,2.0574,97.505668934
Mark Workman,PF,1953,2.0574,97.505668934
Max Zaslofsky,SG,1953,1.8796,77.097505669
Zeke Zawoluk,PF,1953,2.0066,97.505668934
,,,,
Don Ackerman,PG,1954,1.8288,82.993197279
Don Asmonga,PG,1954,1.8796,83.900226757
Jim Baechtold,SF,1954,1.9304,92.970521542
Don Barksdale*,,1954,,
Leo Barnhorst,SF,1954,1.9304,86.167800454
Ernie Barrett,SG,1954,1.905,81.632653061
Ernie Beck,SG,1954,1.9304,86.167800454
Irv Bemoras,SF,1954,1.905,83.900226757
Bill Bolger,SF,1954,1.9558,92.970521542
Vince Boryla,SF,1954,1.9558,95.238095238
Bob Brannum,PF,1954,1.9558,97.505668934
Carl Braun,SG,1954,1.9558,81.632653061
Frankie Brian,PG,1954,1.8542,81.632653061
Bill Calhoun,SF,1954,1.905,81.632653061
Cal Christensen,PF,1954,1.9558,95.238095238
Nat Clifton*,,1954,,
Jack Coleman,PF,1954,2.0066,88.43537415
Chuck Cooper,SF,1954,1.9558,95.238095238
Bob Cousy*,,1954,,
Bob Davies*,,1954,,
Walt Davis,PF,1954,2.032,92.970521542
Bob Donham,SG,1954,1.8796,86.167800454
Gene Dyker,SF,1954,1.9812,102.040816327
Ed Earle,SF,1954,1.905,86.167800454
Ray Felix,C,1954,2.1082,99.77324263
Danny Finn,PG,1954,1.8542,83.900226757
Larry Foust,PF,1954,2.0574,97.505668934
Jim Fritsche,PF,1954,2.032,95.238095238
Jim Fritsche,PF,1954,2.032,95.238095238
Jim Fritsche,PF,1954,2.032,95.238095238
Joe Fulks*,,1954,,
Bill Gabor,SG,1954,1.8034,77.097505669
Harry Gallatin*,,1954,,
Jack George,PG,1954,1.8796,86.167800454
Bato Govedarica,PG,1954,1.8034,83.900226757
Joe Graboski,PF,1954,2.0066,88.43537415
Norm Grekin,SF,1954,1.9558,81.632653061
Alex Hannum*,,1954,,
Rollen Hans,PG,1954,1.8796,95.238095238
Bob Harris,PF,1954,2.0066,88.43537415
Bob Harrison,PG,1954,1.8542,86.167800454
Bob Harrison,PG,1954,1.8542,86.167800454
Bob Harrison,PG,1954,1.8542,86.167800454
Lew Hitch,PF,1954,2.032,90.702947846
Paul Hoffman,SG,1954,1.8796,88.43537415
Jim Holstein,SF,1954,1.905,81.632653061
Red Holzman*,,1954,,
Bob Houbregs*,,1954,,
Bob Houbregs*,,1954,,
Bob Houbregs*,,1954,,
Mel Hutchins,PF,1954,1.9812,90.702947846
Neil Johnston*,,1954,,
Billy Kenville,SG,1954,1.8796,84.807256236
George King,PG,1954,1.8288,79.365079365
Dick Knostman,C,1954,1.9812,97.505668934
Bob Lavoy,PF,1954,2.0066,83.900226757
Bob Lavoy,PF,1954,2.0066,83.900226757
Bob Lavoy,PF,1954,2.0066,83.900226757
Earl Lloyd*,,1954,,
Don Lofgran,PF,1954,1.9558,90.702947846
Clyde Lovellette*,,1954,,
Jim Luisi,PG,1954,1.8796,81.632653061
Ed Macauley*,,1954,,
Mo Mahoney,SF,1954,1.8796,92.970521542
Slater Martin*,,1954,,
Al Masino,PG,1954,1.778,78.911564626
Al Masino,PG,1954,1.778,78.911564626
Al Masino,PG,1954,1.778,78.911564626
Alfred McGuire*,,1954,,
Dick McGuire*,,1954,,
Jack McMahon,PG,1954,1.8542,83.900226757
Monk Meineke,PF,1954,2.0066,94.33106576
Ed Mikan,PF,1954,2.032,104.308390023
George Mikan*,,1954,,
Vern Mikkelsen*,,1954,,
Eddie Miller,PF,1954,2.032,102.040816327
Jack Molinas,SF,1954,1.9812,90.702947846
Ken Murray,SG,1954,1.8796,86.167800454
Jim Neal,C,1954,2.1082,106.575963719
Jack Nichols,PF,1954,2.0066,100.680272109
Paul Nolen,,1954,,
Mike Novak,PF,1954,2.0574,99.319727891
Wally Osterkorn,PF,1954,1.9558,97.505668934
Bob Peterson,SF,1954,1.9558,95.238095238
Bob Peterson,SF,1954,1.9558,95.238095238
Bob Peterson,SF,1954,1.9558,95.238095238
James Phelan,PG,1954,1.8542,79.365079365
Andy Phillip*,,1954,,
Jim Pollard*,,1954,,
George Ratkovicz,PF,1954,1.9812,99.77324263
Connie Rea,SG,1954,1.905,79.365079365
Frank Reddout,SF,1954,1.9558,88.43537415
Arnie Risen*,,1954,,
Al Roges,SG,1954,1.9304,88.43537415
Pep Saul,SG,1954,1.8796,83.900226757
Fred Schaus,SF,1954,1.9558,92.970521542
Fred Schaus,SF,1954,1.9558,92.970521542
Fred Schaus,SF,1954,1.9558,92.970521542
Dolph Schayes*,,1954,,
Dick Schnittker,SF,1954,1.9558,90.702947846
Fred Scolari,PG,1954,1.778,81.632653061
George Senesky,PG,1954,1.8796,81.179138322
Paul Seymour,SG,1954,1.8542,81.632653061
Chuck Share,C,1954,2.1082,106.575963719
Chuck Share,C,1954,2.1082,106.575963719
Chuck Share,C,1954,2.1082,106.575963719
Bill Sharman*,,1954,,
Connie Simmons,PF,1954,2.032,100.680272109
Zeke Sinicola,PG,1954,1.778,74.829931973
Whitey Skoog,PG,1954,1.8034,81.632653061
Ed Smith,SF,1954,1.9812,81.632653061
Joe Smyth,SF,1954,1.905,97.505668934
Joe Smyth,SF,1954,1.905,97.505668934
Joe Smyth,SF,1954,1.905,97.505668934
Odie Spears,PG,1954,1.9558,92.970521542
Don Sunderlage,PG,1954,1.8542,81.632653061
Dick Surhoff,SF,1954,1.9304,95.238095238
Norm Swanson,SF,1954,1.9812,95.238095238
Bill Tosheff,PG,1954,1.8542,79.365079365
Hal Uplinger,PG,1954,1.9304,83.900226757
Ernie Vandeweghe,SF,1954,1.905,88.43537415
Paul Walther,SG,1954,1.8796,72.562358277
Isaac Walthour,PG,1954,1.8034,73.922902494
Bobby Wanzer*,,1954,,
Mark Workman,PF,1954,2.0574,97.505668934
George Yardley*,,1954,,
Max Zaslofsky,SG,1954,1.8796,77.097505669
Max Zaslofsky,SG,1954,1.8796,77.097505669
Max Zaslofsky,SG,1954,1.8796,77.097505669
Max Zaslofsky,SG,1954,1.8796,77.097505669
Zeke Zawoluk,PF,1954,2.0066,97.505668934
,,,,
Don Anielak,SF,1955,2.0066,86.167800454
Paul Arizin*,,1955,,
Jim Baechtold,SF,1955,1.9304,92.970521542
Don Barksdale*,,1955,,
Bob Brannum,PF,1955,1.9558,97.505668934
Carl Braun,SG,1955,1.9558,81.632653061
Tom Brennan,SF,1955,1.905,88.43537415
Frankie Brian,PG,1955,1.8542,81.632653061
Bill Calhoun,SF,1955,1.905,81.632653061
Bob Carney,PG,1955,1.905,77.097505669
Fred Christ,PG,1955,1.9304,95.238095238
Cal Christensen,PF,1955,1.9558,95.238095238
Nat Clifton*,,1955,,
Jack Coleman,PF,1955,2.0066,88.43537415
Bert Cook,SG,1955,1.905,83.900226757
Chuck Cooper,SF,1955,1.9558,95.238095238
Larry Costello,PG,1955,1.8542,84.353741497
Bob Cousy*,,1955,,
Bob Davies*,,1955,,
Walt Davis,PF,1955,2.032,92.970521542
George Dempsey,PG,1955,1.8796,86.167800454
Fred Diute,PG,1955,1.905,95.238095238
Dick Farley,SG,1955,1.9304,86.167800454
Ray Felix,C,1955,2.1082,99.77324263
Danny Finn,PG,1955,1.8542,83.900226757
Larry Foust,PF,1955,2.0574,97.505668934
Jim Fritsche,PF,1955,2.032,95.238095238
Bill Gabor,SG,1955,1.8034,77.097505669
Harry Gallatin*,,1955,,
Jack George,PG,1955,1.8796,86.167800454
Joe Graboski,PF,1955,2.0066,88.43537415
Chuck Grigsby,PG,1955,1.9558,86.167800454
Alex Hannum*,,1955,,
Rollen Hans,PG,1955,1.8796,95.238095238
Bob Harrison,PG,1955,1.8542,86.167800454
Herm Hedderick,PG,1955,1.9558,77.097505669
Don Henriksen,PF,1955,2.0066,102.040816327
Don Henriksen,PF,1955,2.0066,102.040816327
Don Henriksen,PF,1955,2.0066,102.040816327
Lew Hitch,PF,1955,2.032,90.702947846
Paul Hoffman,SG,1955,1.8796,88.43537415
Jim Holstein,SF,1955,1.905,81.632653061
Bob Houbregs*,,1955,,
Mel Hutchins,PF,1955,1.9812,90.702947846
Neil Johnston*,,1955,,
Ed Kalafat,PF,1955,1.9812,111.111111111
Mike Kearns,PG,1955,1.8796,80.725623583
Billy Kenville,SG,1955,1.8796,84.807256236
Red Kerr,PF,1955,2.0574,104.308390023
Dan King,SF,1955,1.9812,99.77324263
George King,PG,1955,1.8288,79.365079365
Bob Knight,SG,1955,1.8796,83.900226757
Earl Lloyd*,,1955,,
Clyde Lovellette*,,1955,,
Ed Macauley*,,1955,,
Ronnie MacGilvray,PG,1955,1.8796,83.900226757
Tom Marshall,SF,1955,1.9304,97.505668934
Phil Martin,PG,1955,1.905,86.167800454
Slater Martin*,,1955,,
Ken McBride,SG,1955,1.905,86.167800454
Alfred McGuire*,,1955,,
Dick McGuire*,,1955,,
Jack McMahon,PG,1955,1.8542,83.900226757
Carl McNulty,PG,1955,1.905,83.900226757
Monk Meineke,PF,1955,2.0066,94.33106576
Vern Mikkelsen*,,1955,,
Jackie Moore,SF,1955,1.9558,81.632653061
Red Morrison,PF,1955,2.032,99.77324263
Ken Murray,SG,1955,1.8796,86.167800454
Boris Nachamkin,SF,1955,1.9812,95.238095238
Jim Neal,C,1955,2.1082,106.575963719
Jack Nichols,PF,1955,2.0066,100.680272109
Wally Osterkorn,PF,1955,1.9558,97.505668934
Togo Palazzi,SF,1955,1.9304,92.970521542
Bob Peterson,SF,1955,1.9558,95.238095238
Bob Pettit*,,1955,,
Andy Phillip*,,1955,,
Jim Pollard*,,1955,,
Frank Ramsey*,,1955,,
George Ratkovicz,PF,1955,1.9812,99.77324263
Arnie Risen*,,1955,,
Red Rocha,PF,1955,2.0574,83.900226757
Al Roges,SG,1955,1.9304,88.43537415
Dick Rosenthal,SF,1955,1.9558,92.970521542
Pep Saul,SG,1955,1.8796,83.900226757
Dolph Schayes*,,1955,,
Dick Schnittker,SF,1955,1.9558,90.702947846
Fred Scolari,PG,1955,1.778,81.632653061
Frank Selvy,SG,1955,1.905,81.632653061
Paul Seymour,SG,1955,1.8542,81.632653061
Chuck Share,C,1955,2.1082,106.575963719
Bill Sharman*,,1955,,
Gene Shue,PG,1955,1.8796,77.097505669
Gene Shue,PG,1955,1.8796,77.097505669
Gene Shue,PG,1955,1.8796,77.097505669
Connie Simmons,PF,1955,2.032,100.680272109
Whitey Skoog,PG,1955,1.8034,81.632653061
Odie Spears,PG,1955,1.9558,92.970521542
Art Spoelstra,C,1955,2.0574,99.77324263
Don Sunderlage,PG,1955,1.8542,81.632653061
Jim Tucker,SF,1955,2.0066,83.900226757
Jack Turner,SF,1955,1.9304,77.097505669
Paul Walther,SG,1955,1.8796,72.562358277
Bobby Wanzer*,,1955,,
Bobby Watson,PG,1955,1.8288,72.562358277
Skippy Whitaker,PG,1955,1.8542,81.632653061
George Yardley*,,1955,,
Max Zaslofsky,SG,1955,1.8796,77.097505669
Zeke Zawoluk,PF,1955,2.0066,97.505668934
,,,,
Paul Arizin*,,1956,,
Jesse Arnelle,SF,1956,1.9558,99.77324263
Chucky Brown,SF,1996,2.0066,97.052154195
Dee Brown,PG,1996,1.8542,72.562358277
Mike Brown,PF,1996,2.0574,116.553287982
P.J. Brown,PF,1996,2.1082,102.040816327
Randy Brown,PG,1996,1.8796,86.167800454
Mark Bryant,PF,1996,2.0574,111.111111111
Jud Buechler,SF,1996,1.9812,99.77324263
Matt Bullard,SF,1996,2.0828,97.505668934
Scott Burrell,SG,1996,2.0066,98.866213152
Junior Burrough,SF,1996,2.032,109.750566893
Mitchell Butler,SG,1996,1.9558,95.238095238
Jason Caffey,SF,1996,2.032,115.646258503
Michael Cage,PF,1996,2.0574,101.587301587
Adrian Caldwell,PF,1996,2.032,120.181405896
Elden Campbell,C,1996,2.1082,97.505668934
Antoine Carr,PF,1996,2.0574,102.040816327
Chris Carr,PG,1996,1.9558,93.87755102
Sam Cassell,PG,1996,1.905,83.900226757
Duane Causwell,C,1996,2.1336,108.843537415
Cedric Ceballos,SF,1996,1.9812,86.167800454
Rex Chapman,PG,1996,1.9304,83.900226757
Calbert Cheaney,SG,1996,2.0066,94.784580499
Pete Chilcutt,PF,1996,2.0828,104.308390023
Randolph Childress,PG,1996,1.8796,85.260770975
Chris Childs,PG,1996,1.905,88.43537415
Doug Christie,SG,1996,1.9812,90.702947846
Doug Christie,SG,1996,1.9812,90.702947846
Doug Christie,SG,1996,1.9812,90.702947846
Robert Churchwell,SG,1996,1.9812,88.43537415
Charles Claxton,C,1996,2.1336,120.181405896
John Coker,C,1996,2.1336,114.739229025
Derrick Coleman,SF,1996,2.0828,104.308390023
Bimbo Coles,PG,1996,1.8542,81.632653061
Bimbo Coles,PG,1996,1.8542,81.632653061
Bimbo Coles,PG,1996,1.8542,81.632653061
Marty Conlon,PF,1996,2.0828,101.587301587
Anthony Cook,PF,1996,2.0574,92.970521542
Tyrone Corbin,SG,1996,1.9812,95.238095238
Tyrone Corbin,SG,1996,1.9812,95.238095238
Tyrone Corbin,SG,1996,1.9812,95.238095238
Joe Courtney,SF,1996,2.032,106.575963719
John Crotty,PG,1996,1.8542,83.900226757
Terry Cummings,SF,1996,2.0574,99.77324263
Dell Curry,PG,1996,1.9304,86.167800454
Michael Curry,SF,1996,1.9558,95.238095238
Michael Curry,SF,1996,1.9558,95.238095238
Michael Curry,SF,1996,1.9558,95.238095238
Rastko Cvetkovic,C,1996,2.159,117.9138322
Sasha Danilovic,PG,1996,1.9558,90.702947846
Yinka Dare,C,1996,2.1336,120.181405896
Antonio Davis,PF,1996,2.0574,97.505668934
Dale Davis,PF,1996,2.1082,104.308390023
Hubert Davis,PG,1996,1.9558,82.993197279
Mark Davis,SF,1996,1.9812,88.43537415
Terry Davis,PF,1996,2.0574,102.040816327
Todd Day,SG,1996,1.9812,85.260770975
Todd Day,SG,1996,1.9812,85.260770975
Todd Day,SG,1996,1.9812,85.260770975
Andrew DeClercq,PF,1996,2.0828,104.308390023
Terry Dehere,PG,1996,1.8796,86.167800454
Vinny Del,,1996,,
Bison Dele,PF,1996,2.0574,106.575963719
Dell Demps,PG,1996,1.905,92.970521542
Vlade Divac,C,1996,2.159,110.204081633
Sherman Douglas,PG,1996,1.8288,81.632653061
Sherman Douglas,PG,1996,1.8288,81.632653061
Sherman Douglas,PG,1996,1.8288,81.632653061
Clyde Drexler*,,1996,,
Kevin Duckworth,C,1996,2.1336,124.716553288
Chris Dudley,C,1996,2.1082,106.575963719
Joe Dumars*,,1996,,
Richard Dumas,SF,1996,2.0066,90.702947846
Tony Dumas,PG,1996,1.9812,86.167800454
Ledell Eackles,SG,1996,1.9558,99.77324263
Acie Earl,PF,1996,2.0828,108.843537415
Tyus Edney,PG,1996,1.778,68.934240363
Blue Edwards,SG,1996,1.9304,90.702947846
Doug Edwards,SF,1996,2.0066,99.77324263
James Edwards,PF,1996,2.1336,102.040816327
Kevin Edwards,PG,1996,1.905,86.167800454
Craig Ehlo,SG,1996,1.9812,81.632653061
Howard Eisley,PG,1996,1.8796,80.272108844
Mario Elie,SG,1996,1.9558,95.238095238
Sean Elliott,SF,1996,2.032,92.970521542
Dale Ellis,SG,1996,2.0066,92.970521542
LaPhonso Ellis,SF,1996,2.032,108.843537415
LeRon Ellis,PF,1996,2.0574,102.040816327
Pervis Ellison,PF,1996,2.0574,95.238095238
Vincenzo Esposito,PG,1996,1.905,89.795918367
Patrick Ewing*,,1996,,
Duane Ferrell,SF,1996,2.0066,94.784580499
Danny Ferry,SF,1996,2.0828,104.308390023
Michael Finley,SG,1996,2.0066,97.505668934
Matt Fish,C,1996,2.1082,106.575963719
Matt Fish,C,1996,2.1082,106.575963719
Matt Fish,C,1996,2.1082,106.575963719
Vern Fleming,PG,1996,1.9558,83.900226757
Sherell Ford,SF,1996,2.0066,95.238095238
Greg Foster,PF,1996,2.1082,108.843537415
Rick Fox,SF,1996,2.0066,104.308390023
Kevin Gamble,SF,1996,1.9558,95.238095238
Kevin Gamble,SF,1996,1.9558,95.238095238
Kevin Gamble,SF,1996,1.9558,95.238095238
Kevin Garnett,PF,1996,2.1082,108.843537415
Chris Gatling,PF,1996,2.0828,99.77324263
Chris Gatling,PF,1996,2.0828,99.77324263
Chris Gatling,PF,1996,2.0828,99.77324263
Kenny Gattison,PF,1996,2.032,102.040816327
Matt Geiger,C,1996,2.1336,110.204081633
Kendall Gill,PG,1996,1.9558,88.43537415
Kendall Gill,PG,1996,1.9558,88.43537415
Kendall Gill,PG,1996,1.9558,88.43537415
Armen Gilliam,PF,1996,2.0574,104.308390023
Gerald Glass,SG,1996,1.9558,100.22675737
Gerald Glass,SG,1996,1.9558,100.22675737
Gerald Glass,SG,1996,1.9558,100.22675737
Anthony Goldwire,PG,1996,1.8542,82.53968254
Greg Graham,PG,1996,1.9304,78.911564626
Greg Graham,PG,1996,1.9304,78.911564626
Greg Graham,PG,1996,1.9304,78.911564626
Ron Grandison,SF,1996,1.9812,97.505668934
Ron Grandison,SF,1996,1.9812,97.505668934
Ron Grandison,SF,1996,1.9812,97.505668934
Ron Grandison,SF,1996,1.9812,97.505668934
Brian Grant,SF,1996,2.0574,115.192743764
Gary Grant,PG,1996,1.905,83.900226757
Greg Grant,PG,1996,1.7018,63.492063492
Greg Grant,PG,1996,1.7018,63.492063492
Greg Grant,PG,1996,1.7018,63.492063492
Greg Grant,PG,1996,1.7018,63.492063492
Harvey Grant,SF,1996,2.032,88.43537415
Horace Grant,PF,1996,2.0828,97.505668934
A.C. Green,PF,1996,2.0574,99.77324263
Tom Gugliotta,SF,1996,2.0828,108.843537415
Jack Haley,PF,1996,2.0828,108.843537415
Thomas Hamilton,C,1996,2.1844,149.659863946
Geert Hammink,C,1996,2.1336,118.820861678
Geert Hammink,C,1996,2.1336,118.820861678
Geert Hammink,C,1996,2.1336,118.820861678
